#separator:tab
#html:true
#tags column:3
Define / recall: <b>DDPM (Denoising Diffusion)</b>	A forward process gradually corrupts data into Gaussian noise over T steps; a network is trained to predict that noise, and sampling reverses the corruption by iterative denoising from pure noise.	nthexp::bricks
Common mistake — DDPM (Denoising Diffusion)?	Thinking the network "predicts the clean image" or "the previous frame." Standard DDPM predicts the **noise ε** added to x₀ (equivalently x₀ or v — interconvertible). Also: the forward process is *fixed and parameter-free*; only the reverse is learned. And T steps in training ≠ T steps in sampling — DDIM/distillation cut sampling steps drastically…	nthexp::bricks::mistakes
Define / recall: <b>Deceptive Alignment / Scheming</b>	A model that instrumentally behaves aligned during training/eval — to preserve its current goals from gradient updates and to get deployed — while covertly pursuing misaligned terminal goals; distinguished from other failures by the model *strategically conditioning* its behavior on whether it believes it is observed.	nthexp::bricks
Common mistake — Deceptive Alignment / Scheming?	Conflating it with sycophancy, reward hacking, or specification gaming. Those are *non-strategic* — the model exploits the literal objective without modeling the overseer. Scheming specifically requires the model to (a) represent that it is being trained/evaluated and (b) deliberately alter behavior to manipulate that process. Passing every eval…	nthexp::bricks::mistakes
Define / recall: <b>Decoding / Sampling Strategies (Greedy, Beam, Top-k, Top-p, Min-p)</b>	How a token is actually picked from the next-token distribution at inference — deterministic (greedy/beam) vs. truncated stochastic (top-k, top-p/nucleus, min-p) sampling, all gated by a temperature that rescales logits before softmax.	nthexp::bricks
Common mistake — Decoding / Sampling Strategies (Greedy, Beam, Top-k, Top-p, Min-p)?	Treating temperature and truncation as the same dial. Temperature *reshapes* the whole distribution (and applies before truncation); top-p/top-k/min-p *clip the tail* without reshaping the survivors' relative odds. Also: applying truncation before temperature, or thinking top-p=1.0 + T=0 is "random" — it's still greedy.	nthexp::bricks::mistakes
Define / recall: <b>Decontamination (Train-Test Overlap Removal)</b>	Detect and strip pretraining documents that overlap eval benchmarks (n-gram / substring / embedding / canary matching) so reported scores reflect generalization, not memorized test items leaked through the web crawl.	nthexp::bricks
Common mistake — Decontamination (Train-Test Overlap Removal)?	Treating decontamination as solved by exact n-gram matching. It catches verbatim copies but misses translated, reformatted, or LLM-paraphrased benchmark items — and is gamed by training on near-duplicates just below the threshold. Absence of n-gram overlap is *not* proof a benchmark is clean.	nthexp::bricks::mistakes
Define / recall: <b>Decoupled Weight Decay</b>	Multiplicative per-step shrinkage of weights applied directly to the parameter, decoupled from the loss gradient; under Adam it behaves less like classic L2 regularization and more as an implicit control on weight norm / effective learning rate via the LR×wd product.	nthexp::bricks
Common mistake — Decoupled Weight Decay?	Treating AdamW weight decay as overfitting prevention you tune like L2. At scale with LayerNorm/RMSNorm it is mostly a stable-norm / effective-LR controller: the steady-state weight norm is set by √(η/λ)-type balance, so doubling η changes the regularization unless you also adjust λ. Also: people forget to *exclude* norm gains, biases, and…	nthexp::bricks::mistakes
Define / recall: <b>Deep Ensembles & MC-Dropout</b>	Approximate the Bayesian predictive distribution by averaging M independently-trained networks (deep ensembles) or M dropout-masked forward passes at test time (MC-dropout); deep ensembles remain the strongest, hardest-to-beat practical UQ baseline.	nthexp::bricks
Common mistake — Deep Ensembles & MC-Dropout?	Conflating ensemble *disagreement* with calibrated *probability*. Both methods improve calibration vs a single net but are not exact posteriors; MC-dropout in particular underestimates epistemic uncertainty (variational mode-collapse) and its quality is highly sensitive to dropout rate. Also: deep-ensemble accuracy gains come from averaging…	nthexp::bricks::mistakes
Define / recall: <b>Delta Rule / Fast-Weight Update (DeltaNet)</b>	Replace linear attention's pure-additive state write (S ← S + vkᵀ) with an error-correcting delta rule S ← S(I − βkkᵀ) + βvkᵀ, so the recurrent KV-state *overwrites* the value currently associated with key k instead of blindly accumulating, giving finite-state memory the ability to forget/update associations.	nthexp::bricks
Common mistake — Delta Rule / Fast-Weight Update (DeltaNet)?	Thinking the delta rule just adds a forget gate. A scalar/diagonal decay (GLA, Mamba) shrinks the *whole* state uniformly; the delta rule selectively *replaces* the content stored at one key direction k via the rank-1 projection (I − βkkᵀ), leaving orthogonal associations untouched. That targeted overwrite — not global decay — is what fixes linear…	nthexp::bricks::mistakes
Define / recall: <b>Dense Retrieval (Bi-Encoder Embeddings)</b>	Encode queries and documents *independently* into fixed-size vectors with a shared (or two-tower) encoder, then retrieve by nearest-neighbor similarity in embedding space — semantic matching beyond lexical overlap, and the retrieval half of RAG.	nthexp::bricks
Common mistake — Dense Retrieval (Bi-Encoder Embeddings)?	Treating the dense score as the final ranking. Bi-encoders trade accuracy for speed — they compress everything into one vector, losing fine-grained term interaction, so they recall well but rank imprecisely. The standard pipeline is dense (or hybrid) retrieval for top-k candidates, *then* a cross-encoder reranker. Also: cosine vs. dot product is…	nthexp::bricks::mistakes
Define / recall: <b>Differential Privacy (DP-SGD)</b>	Per-example gradient clipping + Gaussian noise on the gradient sum, giving each training example a formal (ε,δ) bound on how much any output can depend on it — the standard primitive for provably private training.	nthexp::bricks
Common mistake — Differential Privacy (DP-SGD)?	Reporting ε without δ, the clipping norm C, the sampling rate, the accountant used, and **what "one example" means** (a row? a user? a document?). The unit of privacy (example-level vs user-level) changes the guarantee entirely, and a large ε (e.g. ε=8) gives a much weaker bound than its single number suggests.	nthexp::bricks::mistakes
Define / recall: <b>Diffusion Distillation (Few-Step)</b>	Compress a slow many-step (50-1000 NFE) diffusion teacher into a 1-8 step student via progressive halving, consistency self-distillation, adversarial (ADD/LADD), or distribution-matching (DMD/DMD2) objectives — the lever that turns diffusion into real-time generation.	nthexp::bricks
Common mistake — Diffusion Distillation (Few-Step)?	Conflating few-step *distillation* with few-step *samplers* (DPM-Solver, EDM heun). Better ODE solvers reduce NFE on the *same* model with no retraining but plateau around 10-20 steps; distillation retrains weights to collapse the trajectory and reaches 1-4 steps — at the cost of mode coverage/diversity (reverse-KL is mode-seeking, which is why…	nthexp::bricks::mistakes
Define / recall: <b>Diffusion Forcing / Block-Autoregressive Diffusion</b>	Train a sequence model to denoise each token at its own independent noise level, unifying next-token autoregression (full-noise future, clean past) and diffusion (uniform noise) as endpoints of one objective — enabling variable-horizon, stable long rollouts for video/sequences.	nthexp::bricks
Common mistake — Diffusion Forcing / Block-Autoregressive Diffusion?	Thinking the future tokens are *masked* the way a discrete masked-diffusion model masks them. They are **continuously noised at independent levels** — a high-noise token still passes a (nearly uninformative) noisy embedding through the network, and the per-token level k_t is itself a conditioning input. The unification with AR is a limit (k→max),…	nthexp::bricks::mistakes
Define / recall: <b>Diffusion Transformer (DiT)</b>	Replace the U-Net denoiser with a plain transformer over latent patches, conditioned via adaLN-Zero (timestep + class/text inject scale/shift/gate into LayerNorm), yielding clean compute→FID scaling — the backbone of Sora, SD3, Flux, and Pixart.	nthexp::bricks
Common mistake — Diffusion Transformer (DiT)?	Thinking adaLN-Zero is just a fancy normalization. The zero-init **gates** (α) are the load-bearing trick: they make residual blocks start as identity, which is what gives DiT its stable, predictable scaling — far more impactful than in-context or cross-attention conditioning, which Peebles & Xie ablate as worse.	nthexp::bricks::mistakes
Define / recall: <b>Disaggregated Prefill/Decode</b>	Run prefill and decode on separate GPU pools — each with its own parallelism, batch policy, and replica count — and ship the KV cache between them, so the compute-bound prefill phase and the memory-bandwidth-bound decode phase stop interfering and are each provisioned for their own bottleneck.	nthexp::bricks
Common mistake — Disaggregated Prefill/Decode?	Assuming disaggregation always wins. It only pays off when the KV transfer is cheap relative to compute (fast interconnect, large enough requests) and load is high enough to keep both pools busy. At low load or on slow links the transfer latency and the extra hop can make it *worse* than colocated **chunked prefill**, which interleaves the two…	nthexp::bricks::mistakes
Define / recall: <b>Discrete / Masked Diffusion Models</b>	Diffusion over discrete tokens via an absorbing-state (`[MASK]`) forward process or general continuous-time Markov chains, trained by score-entropy / masked-token ELBO and decoded by parallel, any-order unmasking — the basis of SEDD, MDLM, and 2025 diffusion LLMs.	nthexp::bricks
Common mistake — Discrete / Masked Diffusion Models?	Thinking masked diffusion gives a *cheaper* likelihood or strictly fewer FLOPs than AR. The ELBO is a (often loose) *bound* on log-likelihood — masked-diffusion perplexity numbers are upper bounds, not directly comparable to exact AR perplexity. The real win is parallel/any-order decoding and bidirectional context, not log-likelihood; and naive…	nthexp::bricks::mistakes
Define / recall: <b>Distributed Training (Parallelism Overview)</b>	Frontier training composes orthogonal parallelism axes — data, tensor, pipeline, sequence/context, and expert — into a 3D/4D mesh, each axis trading a different communication primitive against memory and compute to keep thousands of GPUs busy.	nthexp::bricks
Common mistake — Distributed Training (Parallelism Overview)?	Treating the axes as interchangeable knobs. They are not — each maps to a *different collective* with different bandwidth/latency behavior. Putting TP across slow inter-node links (instead of NVLink) tanks throughput; cranking PP without enough microbatches wastes compute in the bubble. You pick the split to match the *network topology*, not just…	nthexp::bricks::mistakes
Define / recall: <b>DAGs & Do-Calculus</b>	Pearl's framework — a causal DAG plus three rewrite rules that turn an interventional query P(Y | do(X)) into estimable observational quantities; the backdoor criterion is the workhorse special case.	nthexp::bricks
Common mistake — DAGs & Do-Calculus?	Conditioning on a **collider** (or a descendant of one) to "control for everything." Adjusting for a common *effect* of X and Y opens a spurious path and *creates* bias — more controls is not safer. The backdoor set must block back-door paths, not all paths, and must contain no colliders or descendants of X.	nthexp::bricks::mistakes
Define / recall: <b>DoRA (Weight-Decomposed LoRA)</b>	Split each pretrained weight into magnitude (a per-column norm) and direction (the unit vector), train the magnitude directly while adapting the direction with LoRA — recovering much of the LoRA-vs-full-FT gap at ~LoRA cost.	nthexp::bricks
Common mistake — DoRA (Weight-Decomposed LoRA)?	Thinking DoRA adds inference cost or extra served parameters. The magnitude m and merged direction collapse into one weight matrix at deploy time — same as LoRA. The overhead is purely at *training* time (computing the column norm and its gradient).	nthexp::bricks::mistakes
Define / recall: <b>Double / Debiased Machine Learning (DML)</b>	Estimate a low-dimensional causal effect at √n rate by plugging flexible ML nuisance estimates into a Neyman-orthogonal moment and cross-fitting — orthogonality kills first-order nuisance error, cross-fitting kills overfitting bias.	nthexp::bricks
Common mistake — Double / Debiased Machine Learning (DML)?	Skipping cross-fitting and reusing the same data to fit nuisances and evaluate the moment. Orthogonality alone is not enough — without sample splitting the overfit nuisance error correlates with the score, reintroducing first-order bias and invalidating the √n CLT. Also: orthogonality only protects the *targeted* parameter θ; the nuisances…	nthexp::bricks::mistakes
Define / recall: <b>Double Descent</b>	Test error falls, then rises to a peak exactly at the interpolation threshold (params ≈ training points), then falls again as the model grows further over-parameterized — reconciling the classical U-shaped bias-variance curve with deep nets that generalize despite zero training error.	nthexp::bricks
Common mistake — Double Descent?	Thinking double descent contradicts bias-variance. It doesn't — it *extends* it. The classical U is real in the underparameterized regime; the second descent appears only past interpolation and is driven by the optimizer's implicit norm-minimizing bias, which the textbook count-the-parameters complexity measure ignores. Also: the peak is most…	nthexp::bricks::mistakes
Define / recall: <b>DPO Variants (IPO / KTO / ORPO / SimPO)</b>	The post-DPO zoo, each patching one DPO weakness — IPO replaces the logistic loss with a squared margin to stop preference-overfitting, KTO trains on unpaired good/bad labels via a prospect-theory utility, ORPO folds an odds-ratio penalty into the SFT loss (no reference, no separate stage), and SimPO drops π_ref entirely for a length-normalized average-logprob reward.	nthexp::bricks
Common mistake — DPO Variants (IPO / KTO / ORPO / SimPO)?	Treating these as strictly better than DPO. The reference-free ones (SimPO, ORPO) drop the explicit KL-to-reference anchor, so the only thing preventing distribution collapse / reward hacking is the SFT term, β, or the margin γ — they are far more sensitive to these knobs and to data quality. SimPO's length normalization helps *only* because the…	nthexp::bricks::mistakes
Define / recall: <b>Direct Preference Optimization (DPO)</b>	Closed-form preference training — fit the policy directly on preference pairs with a binary-classification loss whose implicit reward is the policy's own log-ratio against a reference, eliminating the separate reward model and the RL loop.	nthexp::bricks
Common mistake — Direct Preference Optimization (DPO)?	Believing DPO is fully "RL-free" and reference-free. The β·log(π_θ/π_ref) term *is* a KL-constrained reward — drop π_ref or set β wrong and you get reward hacking by another name. The classic failure: DPO often *lowers the probability of the chosen response* (both logps fall, the *margin* just grows), so likelihood is the wrong thing to monitor.…	nthexp::bricks::mistakes
Define / recall: <b>Dropout</b>	Stochastic regularization that randomly zeros activations during training (and rescales the survivors) so the network can't co-adapt units — still everywhere in 2024-2026 as attention/residual dropout and as the basis for MC-dropout uncertainty.	nthexp::bricks
Common mistake — Dropout?	Forgetting to switch modes — calling MC-dropout aside, you must set the model to eval (`model.eval()` / `training=False`) at inference so the mask is disabled and no scaling double-counts. A model left in train mode gives noisy, degraded predictions. Conversely, MC-dropout requires *deliberately* keeping it on; plain eval-mode dropout gives you…	nthexp::bricks::mistakes
Define / recall: <b>EAGLE / Medusa Self-Speculation</b>	Speculative decoding without a separate draft model — bolt lightweight prediction heads onto the target model itself (Medusa) or a tiny autoregressive head that drafts in the target's own feature/hidden space (EAGLE), giving the highest acceptance rates of any spec-decode method in production engines.	nthexp::bricks
Common mistake — EAGLE / Medusa Self-Speculation?	Thinking these change the output distribution. With the standard speculative-sampling acceptance rule, verification makes the output **distributionally identical** to plain target sampling — it's lossless, pure latency win. The other classic error: Medusa predicts *tokens* independently per head (positions are conditionally independent given h_t),…	nthexp::bricks::mistakes
Define / recall: <b>Edge of Stability</b>	During full-batch gradient descent, the top Hessian eigenvalue (sharpness) climbs to ≈2/η and then hovers just above it — training stably reduces loss while sitting at the boundary where classical descent theory says it should diverge.	nthexp::bricks
Common mistake — Edge of Stability?	Assuming EoS means training is broken or about to diverge. The loss-spikes are expected: GD is provably stable in a long-horizon sense even with η·λ_max slightly above 2. Also: EoS is a *full-batch / large-batch deterministic* phenomenon — with small-batch SGD, gradient noise dominates and the clean 2/η ceiling blurs (related but distinct…	nthexp::bricks::mistakes
Define / recall: <b>EDM Preconditioning & ODE Samplers</b>	Karras et al. (2022) reframe diffusion as a single noise-level (sigma) continuum with c_skip/c_out/c_in/c_noise network preconditioning, a log-normal training schedule, and tuned ODE/SDE samplers (Heun, DPM-Solver++) — cleanly decoupling training from sampling and now the de facto design space.	nthexp::bricks
Common mistake — EDM Preconditioning & ODE Samplers?	Conflating the training noise distribution with the sampling sigma schedule. They are independent knobs: you train by sampling ln(sigma) from a log-normal, but you sample by stepping a separately tuned rho=7 grid. EDM's whole point is that the optimal sampling schedule has nothing to do with how you drew noise during training.	nthexp::bricks::mistakes
Define / recall: <b>Effective LR & Norm-Growth Dynamics</b>	Under scale-invariant normalization (LN/RMSNorm) the loss depends only on weight *direction*, so the meaningful step size is the effective LR η_eff ≈ η/‖w‖² which self-corrects toward a rotational equilibrium — making the raw LR alone a misleading knob.	nthexp::bricks
Common mistake — Effective LR & Norm-Growth Dynamics?	Reading the configured LR as "the step size." For any sub-network before a norm layer, the network only feels η/‖w‖²; two runs with very different raw η can sit at the same equilibrium η_eff once you account for ‖w‖ and λ. Equivalently, tuning LR while ignoring weight decay (and vice versa) is tuning one composite knob ηλ blindly.	nthexp::bricks::mistakes
Define / recall: <b>Eigendecomposition</b>	A = QΛQ⁻¹ factors a square matrix into its invariant directions (eigenvectors, columns of Q) and how much it stretches each (eigenvalues, diagonal of Λ); the spectral lens behind PCA, Hessian curvature, and spectral methods.	nthexp::bricks
Common mistake — Eigendecomposition?	Conflating eigendecomposition with SVD. Eigendecomposition needs a *square* matrix and can have complex λ and non-orthogonal (even non-existent) eigenbasis when A is non-normal or defective. SVD works for *any* matrix with real non-negative singular values. They coincide only for symmetric PSD matrices, where singular values = eigenvalues. For a…	nthexp::bricks::mistakes
Define / recall: <b>Elo / Online Rating for Model Ranking</b>	An incremental SGD-style update on Bradley-Terry log-skills — maintain one rating per model and after each pairwise battle nudge winner up / loser down by an amount proportional to surprise; Chatbot Arena's lingua franca, but order-dependent and noisy.	nthexp::bricks
Common mistake — Elo / Online Rating for Model Ranking?	Treating online Elo as a fixed property of a model. Sequential Elo is **path-dependent** (final rating depends on match order and K), under-determined for models with few games, and unidentifiable in absolute terms (only differences matter). For a static pool, fit the **Bradley-Terry MLE with bootstrap CIs** — don't read a 5-point gap inside…	nthexp::bricks::mistakes
Define / recall: <b>Embedding Pooling & Normalization</b>	Collapse a sequence of token embeddings into one fixed vector (mean / CLS / last-token / attention pool) then L2-normalize so that dot product equals cosine similarity — a tiny architectural choice that materially moves retrieval quality.	nthexp::bricks
Common mistake — Embedding Pooling & Normalization?	Mean-pooling **including padding tokens** (or pooling raw token embeddings before contextualization) — always apply the attention mask. The second classic error: using **last-token pooling on a bidirectional encoder** or **mean pooling on a causal decoder** — pooling must match the attention pattern. And: forgetting to L2-normalize, so the index…	nthexp::bricks::mistakes
Define / recall: <b>Emergent Abilities & the Mirage Critique</b>	Sharp, seemingly-discontinuous capability jumps with scale — argued by Schaeffer et al. (2023) to be largely artifacts of nonlinear/discontinuous metrics (e.g. exact-match accuracy) compressing a smooth underlying improvement, not genuine phase transitions.	nthexp::bricks
Common mistake — Emergent Abilities & the Mirage Critique?	Reading the mirage critique as "emergence doesn't exist / scaling is fully predictable." It shows many *reported* emergences are metric artifacts — it does not prove downstream capability is always smoothly predictable from loss. Genuinely hard-to-forecast, sharp transitions (and grokking-style dynamics) remain; the lesson is to distrust the…	nthexp::bricks::mistakes
Define / recall: <b>Entropy Collapse & Exploration Control</b>	During RLVR/RLHF the policy's token-level output entropy can collapse toward a deterministic mode, killing exploration and locking in pass@1 at the cost of pass@k; countered with entropy bonuses, decoupled clipping (DAPO), temperature, and KL tuning.	nthexp::bricks
Common mistake — Entropy Collapse & Exploration Control?	Treating low entropy as "the model got confident/correct." Collapse usually means the policy memorized one rollout mode and can no longer explore alternative reasoning paths — reward plateaus and pass@k degrades. The fix is rarely just cranking the entropy bonus (which often causes loss spikes or gibberish); asymmetric clip-side /…	nthexp::bricks::mistakes
Define / recall: <b>Epistemic vs Aleatoric Uncertainty</b>	Decompose predictive uncertainty into epistemic (reducible — model/knowledge uncertainty, shrinks with data) and aleatoric (irreducible — inherent data noise, stays even with infinite data); the split drives selective prediction, hallucination detection, and active learning.	nthexp::bricks
Common mistake — Epistemic vs Aleatoric Uncertainty?	Treating high softmax entropy / low max-prob as "epistemic." A single forward pass gives you *total* (mostly aleatoric) uncertainty — a confidently-wrong model and a genuinely-ambiguous input look identical. Isolating epistemic requires *multiple* hypotheses (ensemble, posterior samples, MC-dropout, or sampled generations) and measuring their…	nthexp::bricks::mistakes
Define / recall: <b>Expert Load Balancing</b>	Mechanisms (auxiliary load-balancing loss, or aux-loss-free per-expert bias correction) plus capacity-factor / token-dropping tuning that stop an MoE router from collapsing onto a few experts and wasting the rest of its parameters.	nthexp::bricks
Common mistake — Expert Load Balancing?	Conflating router collapse with the aux loss being "too weak." Cranking α up forces uniform routing but degrades quality (experts can't specialize) — the loss is a quality/balance tradeoff, not a free lunch. The aux-loss-free bias trick exists precisely to get balance without paying that tax. Also: adding the balancing bias to the output gate…	nthexp::bricks::mistakes
Define / recall: <b>Expert Parallelism (MoE)</b>	Shard MoE experts across GPUs and route tokens to them via all-to-all dispatch/combine collectives, scaling total parameters without scaling per-token FLOPs — at frontier scale the all-to-all becomes the dominant cost.	nthexp::bricks
Common mistake — Expert Parallelism (MoE)?	Treating EP as a memory-saving or free scaling axis. All E experts must reside in aggregate VRAM, and EP adds *two synchronizing all-to-alls per layer* on the critical path — latency-bound and sensitive to load imbalance (a hot expert stalls the whole collective). The win is FLOP efficiency at fixed quality; the bottleneck is interconnect…	nthexp::bricks::mistakes
Define / recall: <b>Extreme / Sub-4-Bit Quantization (2-bit, Ternary, BitNet)</b>	Push weights below 4 bits — 2-bit, ternary {−1,0,1} (BitNet b1.58 ≈ 1.58 bits), or binary — via learned scales, incoherence/rotation processing (QuIP#), additive vector codebooks (AQLM), or native quantization-aware training (BitNet); the compression-ratio frontier where naive round-to-nearest collapses entirely.	nthexp::bricks
Common mistake — Extreme / Sub-4-Bit Quantization (2-bit, Ternary, BitNet)?	Assuming 2-bit gives 8x speedup like it gives ~8x compression. These are weight-only, memory-bound wins (decode bandwidth); kernels still dequantize/lookup into fp16/bf16 for the matmul. The exception is *native* schemes like BitNet, where ternary weights + INT8 activations let the matmul become integer add/subtract — that is where real compute…	nthexp::bricks::mistakes
Define / recall: <b>Faithfulness & Completeness of Explanations</b>	Two orthogonal axes for judging an interpretability claim — *faithful* = the explanation reflects the mechanism the model actually uses (causal, not plausible); *complete* = it accounts for the full behavior, not a cherry-picked slice — operationalized via ablation, activation patching, and necessity/sufficiency tests.	nthexp::bricks
Common mistake — Faithfulness & Completeness of Explanations?	Conflating **faithfulness with plausibility**. A saliency map or a fluent CoT can look convincing to a human (plausible) while being causally irrelevant — the model would output the same thing with that "reason" ablated. Plausibility is a human-judgment property; faithfulness requires an intervention. The second mistake: declaring a circuit found…	nthexp::bricks::mistakes
Define / recall: <b>Feature Learning vs Lazy Training</b>	A dichotomy in training dynamics — whether internal representations actually move (rich / feature-learning regime) or stay frozen at init while only the readout adapts (lazy / kernel regime); which regime you land in is set by parametrization and LR scaling, not by the architecture, and it's why real nets beat their NTK.	nthexp::bricks
Common mistake — Feature Learning vs Lazy Training?	Believing wider always = lazier and therefore worse. Width alone doesn't fix the regime — *parametrization* does. Under μP an infinitely wide net still learns features; under NTK/standard parametrization it goes lazy. So "infinite width ⇒ kernel" is a statement about a *choice of scaling*, not an inevitability of overparameterization.	nthexp::bricks::mistakes
Define / recall: <b>Features vs Neurons (Polysemanticity)</b>	The model's basis of computation (neurons / residual-stream dimensions) is not its basis of meaning (features); a single neuron is typically **polysemantic** — firing for many unrelated concepts — because the network packs more features than it has dimensions via superposition.	nthexp::bricks
Common mistake — Features vs Neurons (Polysemanticity)?	Treating a neuron's max-activating dataset examples as "what the neuron means," then declaring the model interpretable. A polysemantic neuron has *several* meanings; reading off only the top examples cherry-picks one mode and hides the rest. Also wrong: assuming features must be axis-aligned to neurons — the entire reason SAEs and dictionary…	nthexp::bricks::mistakes
Define / recall: <b>Fisher Information & Natural Gradient</b>	The Fisher F is the curvature of the log-likelihood (expected outer product of score, = expected Hessian of NLL); preconditioning the gradient by F⁻¹ gives the natural gradient — the steepest-descent direction in the KL/Riemannian geometry of the model, invariant to reparameterization.	nthexp::bricks
Common mistake — Fisher Information & Natural Gradient?	Using the **empirical Fisher** (outer product of gradients on observed labels) and calling it the Fisher. Near a minimum or with wrong labels it does NOT approximate the Hessian or Gauss-Newton matrix — it can be badly biased. The true Fisher requires sampling y from the model's predictive distribution, not from the data.	nthexp::bricks::mistakes
Define / recall: <b>FlashAttention</b>	IO-aware exact attention via tiling — computes the same result as standard attention but reads/writes HBM O(N) times instead of O(N²), giving 2-4× wall-clock speedup.	nthexp::bricks
Common mistake — FlashAttention?	Thinking FlashAttention changes the output. It does not — it computes the *exact* same attention output, just with a different memory access pattern. It is not an approximation.	nthexp::bricks::mistakes
Define / recall: <b>Flow Matching</b>	Simulation-free training of continuous normalizing flows by regressing a velocity field that transports noise to data along a prescribed probability path; subsumes diffusion as a special case and powers most 2024-2026 frontier image/video/audio generators.	nthexp::bricks
Common mistake — Flow Matching?	Thinking flow matching is a fundamentally different model from diffusion. With the right path it *is* diffusion — DDPM's score-matching objective corresponds to a particular (variance-preserving, curved) probability path. FM's advantage is the freedom to pick *straight* (OT) paths, which need far fewer ODE steps to integrate. Also: you do NOT…	nthexp::bricks::mistakes
Define / recall: <b>FP8 / Low-Bit Inference & Fused Kernels</b>	Serve weights/activations (and increasingly attention) in FP8 or sub-byte INT with calibrated per-tensor/per-channel scales, fused into dequant-GEMM kernels so you halve memory traffic and double Tensor-Core throughput — pushing decode past the memory wall without a separate dequant pass.	nthexp::bricks
Common mistake — FP8 / Low-Bit Inference & Fused Kernels?	Thinking FP8 ≈ "INT8 but float, same precision." E4M3 has only ~2 decimal digits of mantissa precision and a tiny dynamic range (±448) — without per-tensor/block scaling tuned to activation magnitudes, outlier channels saturate or underflow. Also: forgetting to **accumulate in FP32**; chaining FP8 multiplies into FP8 accumulators destroys quality…	nthexp::bricks::mistakes
Define / recall: <b>FP8 / Low-Precision Training</b>	Train with 8-bit floats — E4M3 for forward/weights/activations, E5M2 for gradients — using per-tensor or fine-grained microscaling factors to keep values in range, halving memory/bandwidth and ~2x-ing tensor-core throughput over BF16 (DeepSeek-V3, Blackwell).	nthexp::bricks
Common mistake — FP8 / Low-Precision Training?	Thinking the speedup is "free" once you flip to FP8. The gain comes only when the **matmul inputs are both FP8** so the FP8 tensor core fires; if you cast back to BF16 before the GEMM you get nothing. Equally common: using one E4M3 for everything — gradients need E5M2's range, and a single per-tensor scale lets one activation outlier crush…	nthexp::bricks::mistakes
Define / recall: <b>Frontdoor Criterion & Mediation Analysis</b>	Identify P(Y | do(X)) by routing the effect through a fully-mediating variable M — using M's own (unconfounded) front-door path — when an unobserved confounder U blocks every valid backdoor adjustment set.	nthexp::bricks
Common mistake — Frontdoor Criterion & Mediation Analysis?	Assuming a mediator that "mostly" mediates is good enough. The front-door requires M to intercept **all** directed X→Y paths — any direct X→Y edge bypassing M, or any unblocked X→M backdoor, breaks identification entirely (not just adds bias). Also: NDE ≠ "the coefficient on X with M added as a covariate" once there is X×M interaction or M–Y…	nthexp::bricks::mistakes
Define / recall: <b>FSDP — Fully Sharded Data Parallel</b>	PyTorch's native ZeRO-3 — shards params, grads, and optimizer state across N ranks, all-gathers each layer's full weights just-in-time for compute, then reshards immediately, trading communication for a ~N× memory cut.	nthexp::bricks
Common mistake — FSDP — Fully Sharded Data Parallel?	Thinking FSDP shards activations — it does not. It shards *parameters, gradients, optimizer state*. Activation memory still scales with batch×seq and is FSDP's real OOM source at long context; you combine it with [[gradient-checkpointing]]. Also: wrapping granularity matters — wrapping the whole model as one unit gathers all params at once and…	nthexp::bricks::mistakes
Define / recall: <b>Function / Tool Calling</b>	The LLM emits a structured (usually JSON) call to a developer-declared function whose execution result is fed back into context as a new message — the universal interface between a language model and the outside world (APIs, code, retrieval, other agents).	nthexp::bricks
Common mistake — Function / Tool Calling?	Treating the model as the executor and trusting its output as ground truth. The model only *proposes* a call — your harness executes it, and the model can hallucinate arguments, call nonexistent tools, or be steered into malicious calls via injected tool results (prompt injection). Always validate arguments against the schema and treat returned…	nthexp::bricks::mistakes
Define / recall: <b>GAN Objective & Adversarial Losses</b>	A generator-discriminator minimax game (non-saturating / hinge losses, R1 gradient penalty, spectral norm) that learns to draw from p_data without an explicit likelihood, yielding sharp samples — still load-bearing as a perceptual loss in VQGAN tokenizers and one-step diffusion distillation.	nthexp::bricks
Common mistake — GAN Objective & Adversarial Losses?	Blaming "the GAN loss" for instability when the failure is almost always (a) an unconstrained discriminator overpowering G — fix with spectral norm / R1, not a fancier loss; or (b) using the saturating min log(1−D) form and seeing dead gradients. The choice between hinge and non-saturating matters far less than the Lipschitz/gradient control on D.	nthexp::bricks::mistakes
Define / recall: <b>Gated Linear Attention & Data-Dependent Decay</b>	Replace softmax attention's exact recall with a recurrent matrix-valued memory state S that is multiplicatively decayed by a (often input-dependent) forget gate each step — the single knob (`S_t = G_t ⊙ S_{t-1} + k_t v_t^T`) along which RetNet's fixed scalar γ, HGRN's scalar gate, GLA's per-channel gate, and Mamba's Δ-controlled decay all differ.	nthexp::bricks
Common mistake — Gated Linear Attention & Data-Dependent Decay?	Conflating the **gate (decay, multiplicative, controls forgetting)** with the **input/output gates of an LSTM** or with the **write key k_t**. Decay scales the *existing* state toward zero; it does not select what to write. Also: assuming data-dependent decay breaks parallel training — it doesn't, the chunkwise form keeps it matmul-heavy; you only…	nthexp::bricks::mistakes
Define / recall: <b>GELU / SiLU (Smooth Activations)</b>	Smooth, non-monotonic gating-style nonlinearities — GELU multiplies x by its Gaussian CDF, SiLU/Swish multiplies x by its sigmoid — used as the base activation inside transformer FFNs in place of ReLU because they pass small gradients on the negative side.	nthexp::bricks
